studentNumber,studentName,StudentEmail
202325586,Betteanne Newart,BetteanneNewart@cvsu.edu.ph
202352765,Patsy Robjents,PatsyRobjents@cvsu.edu.ph
202350272,Robbie Jeppensen,RobbieJeppensen@cvsu.edu.ph
202339903,Ketty Semaine,KettySemaine@cvsu.edu.ph
202341355,Codee Writer,CodeeWriter@cvsu.edu.ph
202377515,Mahalia Mollison,MahaliaMollison@cvsu.edu.ph
202397227,Phaedra Withrop,PhaedraWithrop@cvsu.edu.ph
202380987,Ogdan McCullagh,OgdanMcCullagh@cvsu.edu.ph
202350971,Salomon Edmonson,SalomonEdmonson@cvsu.edu.ph
202365136,Julianna Merrifield,JuliannaMerrifield@cvsu.edu.ph
202337773,Giulia Trowl,GiuliaTrowl@cvsu.edu.ph
202363798,Nat Mogey,NatMogey@cvsu.edu.ph
202361344,Bonnibelle Cicculini,BonnibelleCicculini@cvsu.edu.ph
202325721,Marc Masic,MarcMasic@cvsu.edu.ph
202310330,Ardeen Walesa,ArdeenWalesa@cvsu.edu.ph
202342862,Ros Colcomb,RosColcomb@cvsu.edu.ph
202330562,Cyrillus Rowles,CyrillusRowles@cvsu.edu.ph
202370649,Fredrick Dunning,FredrickDunning@cvsu.edu.ph
202320462,Sheela Tipperton,SheelaTipperton@cvsu.edu.ph
202305041,Alanson Martignoni,AlansonMartignoni@cvsu.edu.ph
202394227,Arv Danell,ArvDanell@cvsu.edu.ph
202362891,Babita Coweuppe,BabitaCoweuppe@cvsu.edu.ph
202390819,Meade Bispham,MeadeBispham@cvsu.edu.ph
202357709,Garnet Sprague,GarnetSprague@cvsu.edu.ph
202370040,Nikki Yorkston,NikkiYorkston@cvsu.edu.ph
202375100,Lela Moore,LelaMoore@cvsu.edu.ph
202322907,Godiva Roumier,GodivaRoumier@cvsu.edu.ph
202329334,Son Sibbs,SonSibbs@cvsu.edu.ph
202381181,Torre Itzcak,TorreItzcak@cvsu.edu.ph
202314188,Chantal Haxell,ChantalHaxell@cvsu.edu.ph
202334017,Sarena Beagan,SarenaBeagan@cvsu.edu.ph
202308182,Wrennie Sumpner,WrennieSumpner@cvsu.edu.ph
202319045,Jocelyne Huskisson,JocelyneHuskisson@cvsu.edu.ph
202308097,Bathsheba Dinneges,BathshebaDinneges@cvsu.edu.ph
202328153,Stuart Meechan,StuartMeechan@cvsu.edu.ph
202331113,Anita Gonzalo,AnitaGonzalo@cvsu.edu.ph
202365420,Lucretia Hartless,LucretiaHartless@cvsu.edu.ph
202328141,Becky Samwell,BeckySamwell@cvsu.edu.ph
202376425,Ganny Dodell,GannyDodell@cvsu.edu.ph
202379521,Karly Dacca,KarlyDacca@cvsu.edu.ph
202391327,Joshuah Jorry,JoshuahJorry@cvsu.edu.ph
202384674,Lockwood Simonson,LockwoodSimonson@cvsu.edu.ph
202300395,Ev Dottridge,EvDottridge@cvsu.edu.ph
202344108,Kelsey Cossem,KelseyCossem@cvsu.edu.ph
202315950,Carmine Barltrop,CarmineBarltrop@cvsu.edu.ph
202343370,Araldo Branigan,AraldoBranigan@cvsu.edu.ph
202311525,Roxanna Cod,RoxannaCod@cvsu.edu.ph
202394216,Marwin Walters,MarwinWalters@cvsu.edu.ph
202398262,Merlina Wolfit,MerlinaWolfit@cvsu.edu.ph
202355786,Geoff Tompkiss,GeoffTompkiss@cvsu.edu.ph
202301227,Titos Cleaver,TitosCleaver@cvsu.edu.ph
202349006,Luce Weed,LuceWeed@cvsu.edu.ph
202330810,Angelita Benardet,AngelitaBenardet@cvsu.edu.ph
202370854,Dennie Casale,DennieCasale@cvsu.edu.ph
202395347,Corny Erie,CornyErie@cvsu.edu.ph
202373380,Remington Manhood,RemingtonManhood@cvsu.edu.ph
202368688,Emily Howis,EmilyHowis@cvsu.edu.ph
202319131,Sully Dyhouse,SullyDyhouse@cvsu.edu.ph
202340712,Carole Carleman,CaroleCarleman@cvsu.edu.ph
202355932,Carol-jean Matteini,Carol-jeanMatteini@cvsu.edu.ph
202335274,Hersch Fearnill,HerschFearnill@cvsu.edu.ph
202309181,Bernardo Bris,BernardoBris@cvsu.edu.ph
202302383,Daveen Duff,DaveenDuff@cvsu.edu.ph
202351138,Bran Mathivet,BranMathivet@cvsu.edu.ph
202384583,Werner Brannon,WernerBrannon@cvsu.edu.ph
202330359,Caresa Sinclar,CaresaSinclar@cvsu.edu.ph
202388494,Bobbi MacDiarmond,BobbiMacDiarmond@cvsu.edu.ph
202387072,Kary Maier,KaryMaier@cvsu.edu.ph
202377724,Erskine Camili,ErskineCamili@cvsu.edu.ph
202358962,Aharon Baack,AharonBaack@cvsu.edu.ph
202367407,Layne Queenborough,LayneQueenborough@cvsu.edu.ph
202349951,Bobbi Alejandro,BobbiAlejandro@cvsu.edu.ph
202379092,Kym Castagnier,KymCastagnier@cvsu.edu.ph
202374968,Kermie Mannock,KermieMannock@cvsu.edu.ph
202301742,Gratia Schuler,GratiaSchuler@cvsu.edu.ph
202359192,Marjory Klesl,MarjoryKlesl@cvsu.edu.ph
202361220,Haslett Koene,HaslettKoene@cvsu.edu.ph
202303016,Warren Sacker,WarrenSacker@cvsu.edu.ph
202340659,Ebba Revett,EbbaRevett@cvsu.edu.ph
202379061,Pinchas Brims,PinchasBrims@cvsu.edu.ph
202303353,Sashenka Gate,SashenkaGate@cvsu.edu.ph
202351764,Sallee Sibbet,SalleeSibbet@cvsu.edu.ph
202366843,Hetti Dowthwaite,HettiDowthwaite@cvsu.edu.ph
202355452,Cassi Dudden,CassiDudden@cvsu.edu.ph
202375884,Coriss Constanza,CorissConstanza@cvsu.edu.ph
202351764,Betty Duplock,BettyDuplock@cvsu.edu.ph
202317669,Kelcey Franceschelli,KelceyFranceschelli@cvsu.edu.ph
202357376,Peggie Diggens,PeggieDiggens@cvsu.edu.ph
202338136,Rhys O'Glessane,RhysO'Glessane@cvsu.edu.ph
202320465,Helena Bedburrow,HelenaBedburrow@cvsu.edu.ph
202314789,Judith Thistleton,JudithThistleton@cvsu.edu.ph
202346977,Stella Cancott,StellaCancott@cvsu.edu.ph
202365284,Stesha McLoney,SteshaMcLoney@cvsu.edu.ph
202321918,Collette Tootin,ColletteTootin@cvsu.edu.ph
202336428,Hurlee Scare,HurleeScare@cvsu.edu.ph
202327592,Rolf Garden,RolfGarden@cvsu.edu.ph
202391255,Ryun Peirson,RyunPeirson@cvsu.edu.ph
202324686,Robbi Giraths,RobbiGiraths@cvsu.edu.ph
202345891,Del Maple,DelMaple@cvsu.edu.ph
202389089,Arabele Polle,ArabelePolle@cvsu.edu.ph
202366136,Paulina Kemish,PaulinaKemish@cvsu.edu.ph
202395005,Paige Dobing,PaigeDobing@cvsu.edu.ph
202300901,Kit Emmerson,KitEmmerson@cvsu.edu.ph
202330872,Neel Corbally,NeelCorbally@cvsu.edu.ph
202384347,Lodovico Face,LodovicoFace@cvsu.edu.ph
202391834,Leopold Killen,LeopoldKillen@cvsu.edu.ph
202357746,Mersey McCallum,MerseyMcCallum@cvsu.edu.ph
202357769,Rab Paul,RabPaul@cvsu.edu.ph
202380229,Betsey Columbell,BetseyColumbell@cvsu.edu.ph
202337849,Livy Walburn,LivyWalburn@cvsu.edu.ph
202398128,Tamara Vidgeon,TamaraVidgeon@cvsu.edu.ph
202336270,Garvin Aspling,GarvinAspling@cvsu.edu.ph
202324737,Prentice Ladd,PrenticeLadd@cvsu.edu.ph
202375260,Kent Leaves,KentLeaves@cvsu.edu.ph
202353751,Corliss Grimditch,CorlissGrimditch@cvsu.edu.ph
202304063,Cornelia Scatchar,CorneliaScatchar@cvsu.edu.ph
202395428,Pet Ruzicka,PetRuzicka@cvsu.edu.ph
202378992,Ingram Mc Gee,IngramMcGee@cvsu.edu.ph
202335985,Dorrie Cartan,DorrieCartan@cvsu.edu.ph
202350380,Claudette Surcombe,ClaudetteSurcombe@cvsu.edu.ph
202331585,Bernelle Dubble,BernelleDubble@cvsu.edu.ph
202391089,Melody Bonney,MelodyBonney@cvsu.edu.ph
202308496,Chelsie Reeks,ChelsieReeks@cvsu.edu.ph
202397506,Fran Francesc,FranFrancesc@cvsu.edu.ph
202377506,Veronica Onions,VeronicaOnions@cvsu.edu.ph
202323837,Selby Paoli,SelbyPaoli@cvsu.edu.ph
202307400,Orton Denecamp,OrtonDenecamp@cvsu.edu.ph
202398105,Zaccaria Offield,ZaccariaOffield@cvsu.edu.ph
202383196,Johann De Dantesie,JohannDeDantesie@cvsu.edu.ph
202381648,Ivory Tratton,IvoryTratton@cvsu.edu.ph
202325850,Dev Oleszczak,DevOleszczak@cvsu.edu.ph
202300005,Braden Skryne,BradenSkryne@cvsu.edu.ph
202366721,Nickey Purseglove,NickeyPurseglove@cvsu.edu.ph
202342757,Mamie Broadbent,MamieBroadbent@cvsu.edu.ph
202309901,Rosita Bedbrough,RositaBedbrough@cvsu.edu.ph
202311352,Aurea Forder,AureaForder@cvsu.edu.ph
202312498,Cooper Fiorentino,CooperFiorentino@cvsu.edu.ph
202352545,Gaylor Medwell,GaylorMedwell@cvsu.edu.ph
202375267,Diann Caras,DiannCaras@cvsu.edu.ph
202390096,Aurora Solomon,AuroraSolomon@cvsu.edu.ph
202333014,Dorthea Flecknoe,DortheaFlecknoe@cvsu.edu.ph
202335752,Moses Bonafant,MosesBonafant@cvsu.edu.ph
202399039,Valera Conboy,ValeraConboy@cvsu.edu.ph
202364094,Stesha Caccavari,SteshaCaccavari@cvsu.edu.ph
202358979,Kinnie MacCole,KinnieMacCole@cvsu.edu.ph
202306099,Ivor Demageard,IvorDemageard@cvsu.edu.ph
202365426,Antonin Shord,AntoninShord@cvsu.edu.ph
202303225,Torre Bottleson,TorreBottleson@cvsu.edu.ph
202300166,Maurita Attenbrow,MauritaAttenbrow@cvsu.edu.ph
202380460,Rand Aimable,RandAimable@cvsu.edu.ph
202303170,Kurtis Ziemsen,KurtisZiemsen@cvsu.edu.ph
202332512,Shaylah Wiburn,ShaylahWiburn@cvsu.edu.ph
202305112,Felice Real,FeliceReal@cvsu.edu.ph
202309062,Brittne Filippozzi,BrittneFilippozzi@cvsu.edu.ph
